Pixel 1,Pixel 2,Pixel 3,Pixel 4,Pixel 5,Pixel 6,Pixel 7,Pixel 8,Pixel 9,Pixel 10,Pixel 11,Pixel 12,Pixel 13,Pixel 14,Pixel 15,Sample No.,Serial Time
0.07429130009775171,0.04105571847507331,0.11143695014662756,0.1739980449657869,0.0,0.3176930596285435,0.3235581622678397,0.30596285434995113,0.31671554252199413,0.3128054740957967,0.05180840664711633,0.20039100684261973,0.15151515151515152,0.10752688172043011,0.09481915933528837,0,2024-02-28 14:58:21.761423
0.06256109481915934,0.04398826979472141,0.10557184750733138,0.17595307917888564,0.0,0.30009775171065495,0.2991202346041056,0.3128054740957967,0.31671554252199413,0.2785923753665689,0.2512218963831867,0.20527859237536658,0.15542521994134897,0.11534701857282502,0.09286412512218964,1,2024-02-28 14:58:21.777052
0.06647116324535679,0.047898338220918865,0.09775171065493646,0.17790811339198437,0.0009775171065493646,0.31378299120234604,0.3235581622678397,0.30498533724340177,0.3020527859237537,0.3128054740957967,0.28934506353861195,0.20821114369501467,0.1544477028347996,0.10654936461388075,0.07526881720430108,2,2024-02-28 14:58:21.777052
0.06842619745845552,0.03714565004887586,0.10068426197458455,0.17595307917888564,0.0,0.3147605083088954,0.31671554252199413,0.30498533724340177,0.3020527859237537,0.3118279569892473,0.30596285434995113,0.20625610948191594,0.15053763440860216,0.1104594330400782,0.08895405669599218,3,2024-02-28 14:58:21.777052
0.06549364613880743,0.04985337243401759,0.10068426197458455,0.17008797653958943,0.0,0.3020527859237537,0.31378299120234604,0.30791788856304986,0.30303030303030304,0.3176930596285435,0.31085043988269795,0.2130987292277615,0.1466275659824047,0.10459433040078202,0.08308895405669599,4,2024-02-28 14:58:21.792681
0.05767350928641251,0.03519061583577713,0.10459433040078202,0.1710654936461388,0.0,0.26588465298142716,0.30596285434995113,0.31085043988269795,0.3421309872922776,0.3069403714565005,0.2570869990224829,0.20234604105571846,0.15347018572825025,0.11339198435972629,0.08602150537634409,5,2024-02-28 14:58:21.792681
0.06647116324535679,0.043010752688172046,0.10654936461388075,0.17302052785923755,0.0,0.2961876832844575,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.3069403714565005,0.2570869990224829,0.20234604105571846,0.1544477028347996,0.11339198435972629,0.08602150537634409,6,2024-02-28 14:58:21.808312
0.06647116324535679,0.043010752688172046,0.10654936461388075,0.17302052785923755,0.0,0.2961876832844575,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.3069403714565005,0.2570869990224829,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,7,2024-02-28 14:58:21.808312
0.06647116324535679,0.043010752688172046,0.10654936461388075,0.1739980449657869,0.0,0.2961876832844575,0.3362658846529814,0.4027370478983382,0.34506353861192574,0.30596285434995113,0.2570869990224829,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,8,2024-02-28 14:58:21.823942
0.06647116324535679,0.043010752688172046,0.10752688172043011,0.17302052785923755,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.3069403714565005,0.2561094819159335,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08504398826979472,9,2024-02-28 14:58:21.823942
0.06647116324535679,0.04398826979472141,0.10654936461388075,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.40175953079178883,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,10,2024-02-28 14:58:21.823942
0.06647116324535679,0.04398826979472141,0.10654936461388075,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.3069403714565005,0.2561094819159335,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,11,2024-02-28 14:58:21.839571
0.06647116324535679,0.04398826979472141,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.33724340175953077,0.40175953079178883,0.34408602150537637,0.30596285434995113,0.2570869990224829,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08504398826979472,12,2024-02-28 14:58:21.839571
0.06647116324535679,0.043010752688172046,0.10654936461388075,0.1739980449657869,0.0,0.2961876832844575,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.30596285434995113,0.2570869990224829,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,13,2024-02-28 14:58:21.855201
0.06744868035190615,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.33724340175953077,0.4027370478983382,0.34408602150537637,0.3069403714565005,0.2561094819159335,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08504398826979472,14,2024-02-28 14:58:21.855201
0.06647116324535679,0.04398826979472141,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,15,2024-02-28 14:58:21.870830
0.06647116324535679,0.04398826979472141,0.10654936461388075,0.1739980449657869,0.0,0.2961876832844575,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.30596285434995113,0.2570869990224829,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,16,2024-02-28 14:58:21.870830
0.06647116324535679,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.40175953079178883,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,17,2024-02-28 14:58:21.886716
0.06647116324535679,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.20234604105571846,0.15347018572825025,0.11241446725317693,0.08602150537634409,18,2024-02-28 14:58:21.886716
0.06647116324535679,0.04398826979472141,0.10654936461388075,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,19,2024-02-28 14:58:21.902091
0.06647116324535679,0.043010752688172046,0.10654936461388075,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.40175953079178883,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,20,2024-02-28 14:58:21.902091
0.06744868035190615,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34310850439882695,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11339198435972629,0.08504398826979472,21,2024-02-28 14:58:21.902091
0.06647116324535679,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.33528836754643204,0.40175953079178883,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,22,2024-02-28 14:58:21.917698
0.06647116324535679,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.29716520039100686,0.3362658846529814,0.4027370478983382,0.34408602150537637,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,23,2024-02-28 14:58:21.917698
0.06647116324535679,0.043010752688172046,0.10752688172043011,0.1739980449657869,0.0,0.2961876832844575,0.3362658846529814,0.40175953079178883,0.34310850439882695,0.30596285434995113,0.2561094819159335,0.2013685239491691,0.15347018572825025,0.11241446725317693,0.08602150537634409,24,2024-02-28 14:58:21.933331
